Date,Time,Location/Area,Accident Type,Severity,Vehicle Type
2025-02-01,12:39:00,Highway,Single Vehicle,Moderate,Bicycle
2025-02-01,20:09:00,South,Single Vehicle,Minor,Car
2025-02-01,00:18:00,Central,Single Vehicle,Minor,Truck
2025-02-01,15:02:00,East,Single Vehicle,Minor,Motorcycle
2025-02-02,06:23:00,North,Collision,Moderate,Truck
2025-02-02,04:04:00,South,Single Vehicle,Minor,Car
2025-02-02,21:02:00,Highway,Pedestrian,Minor,Motorcycle
2025-02-02,22:57:00,Central,Collision,Moderate,Bicycle
2025-02-02,02:26:00,Highway,Collision,Minor,Car
2025-02-02,11:15:00,East,Single Vehicle,Severe,Truck
2025-02-02,15:48:00,West,Collision,Moderate,Motorcycle
2025-02-02,18:14:00,Unknown,Single Vehicle,Moderate,Motorcycle
2025-02-02,04:34:00,South,Collision,Minor,Motorcycle
2025-02-02,21:11:00,Central,Collision,Minor,Motorcycle
2025-02-02,13:40:00,Suburban,Rear-end,Minor,Car
2025-02-02,04:52:00,Highway,Collision,Severe,Auto
2025-02-02,14:43:00,East,Hit-and-run,Moderate,Auto
2025-02-02,16:25:00,North,Rear-end,Minor,Car
2025-02-03,13:46:00,Suburban,Collision,Moderate,Car
2025-02-03,19:33:00,South,Collision,Minor,Bus
2025-02-03,04:22:00,Central,Rear-end,Fatal,Bicycle
2025-02-03,11:30:00,West,Collision,Fatal,Bicycle
2025-02-03,15:49:00,Suburban,Pedestrian,Moderate,Auto
2025-02-03,15:19:00,Central,Rear-end,Moderate,Car
2025-02-03,20:11:00,North,Collision,Severe,Auto
2025-02-03,06:22:00,Suburban,Rear-end,Moderate,Auto
2025-02-03,03:03:00,Central,Collision,Moderate,Car
2025-02-03,00:22:00,Unknown,Collision,Fatal,Car
2025-02-03,04:47:00,West,Collision,Moderate,Motorcycle
2025-02-03,22:54:00,Highway,Single Vehicle,Moderate,Truck
2025-02-03,09:47:00,East,Single Vehicle,Severe,Car
2025-02-03,21:00:00,Suburban,Pedestrian,Moderate,Car
2025-02-04,04:53:00,Industrial,Collision,Moderate,Car
2025-02-04,03:24:00,Central,Collision,Minor,Motorcycle
2025-02-04,01:01:00,Suburban,Rear-end,Minor,Car
2025-02-04,19:29:00,South,Hit-and-run,Minor,Bus
2025-02-04,09:02:00,North,Single Vehicle,Moderate,Car
2025-02-04,18:57:00,West,Collision,Minor,Auto
2025-02-04,00:20:00,South,Collision,Fatal,Auto
2025-02-04,23:24:00,Central,Hit-and-run,Moderate,Auto
2025-02-04,04:19:00,Central,Pedestrian,Moderate,Truck
2025-02-04,12:48:00,East,Single Vehicle,Minor,Car
2025-02-04,03:51:00,Highway,Hit-and-run,Severe,Motorcycle
2025-02-04,15:21:00,West,Single Vehicle,Moderate,Car
2025-02-04,23:20:00,Suburban,Rear-end,Moderate,Bicycle
2025-02-04,15:32:00,North,Single Vehicle,Minor,Car
2025-02-05,22:51:00,North,Single Vehicle,Moderate,Motorcycle
2025-02-05,01:37:00,Central,Single Vehicle,Moderate,Bus
2025-02-05,16:14:00,Central,Collision,Moderate,Auto
2025-02-05,19:57:00,North,Collision,Severe,Bus
2025-02-05,23:57:00,Highway,Rear-end,Severe,Truck
2025-02-05,11:45:00,Highway,Rear-end,Fatal,Motorcycle
2025-02-05,17:51:00,Suburban,Single Vehicle,Moderate,Motorcycle
2025-02-05,02:14:00,North,Collision,Fatal,Car
2025-02-05,00:45:00,Highway,Collision,Severe,Auto
2025-02-05,00:24:00,South,Pedestrian,Minor,Motorcycle
2025-02-05,18:20:00,Central,Collision,Minor,Car
2025-02-05,10:23:00,Highway,Collision,Minor,Auto
2025-02-05,04:56:00,West,Rear-end,Minor,Motorcycle
2025-02-05,11:57:00,Central,Hit-and-run,Minor,Auto
2025-02-05,02:04:00,East,Collision,Minor,Auto
2025-02-06,00:05:00,North,Single Vehicle,Moderate,Bus
2025-02-06,00:48:00,Industrial,Rear-end,Minor,Car
2025-02-06,07:42:00,East,Single Vehicle,Minor,Car
2025-02-06,09:47:00,Suburban,Rear-end,Moderate,Auto
2025-02-06,10:43:00,Central,Collision,Severe,Auto
2025-02-06,11:46:00,South,Collision,Fatal,Motorcycle
2025-02-06,12:22:00,East,Collision,Moderate,Motorcycle
2025-02-06,11:03:00,East,Rear-end,Minor,Car
2025-02-06,13:26:00,South,Collision,Minor,Bicycle
2025-02-06,01:17:00,Industrial,Rear-end,Minor,Car
2025-02-06,18:20:00,Highway,Rear-end,Minor,Car
2025-02-06,17:27:00,Suburban,Collision,Minor,Truck
2025-02-06,02:34:00,Highway,Collision,Fatal,Car
2025-02-06,22:21:00,Highway,Pedestrian,Minor,Unknown
2025-02-07,16:39:00,West,Single Vehicle,Minor,Car
2025-02-07,07:22:00,Highway,Collision,Minor,Car
2025-02-07,09:02:00,South,Collision,Moderate,Motorcycle
2025-02-07,01:39:00,South,Single Vehicle,Minor,Motorcycle
2025-02-07,18:49:00,South,Collision,Minor,Car
2025-02-07,08:09:00,East,Single Vehicle,Minor,Motorcycle
2025-02-07,06:24:00,North,Collision,Minor,Car
2025-02-07,03:51:00,Suburban,Single Vehicle,Minor,Auto
2025-02-07,20:48:00,South,Collision,Moderate,Car
2025-02-07,17:07:00,Central,Single Vehicle,Minor,Bicycle
2025-02-07,12:54:00,East,Collision,Severe,Truck
2025-02-07,10:10:00,Unknown,Hit-and-run,Moderate,Car
2025-02-07,23:04:00,Central,Collision,Moderate,Car
2025-02-07,03:57:00,North,Collision,Minor,Motorcycle
2025-02-08,20:44:00,East,Pedestrian,Minor,Car
2025-02-08,03:52:00,East,Rear-end,Minor,Car
2025-02-08,09:54:00,Highway,Single Vehicle,Moderate,Car
2025-02-08,04:36:00,Industrial,Rear-end,Moderate,Truck
2025-02-08,08:55:00,East,Single Vehicle,Minor,Motorcycle
2025-02-08,23:58:00,South,Rear-end,Moderate,Car
2025-02-08,02:44:00,South,Single Vehicle,Severe,Motorcycle
2025-02-08,16:37:00,Highway,Single Vehicle,Moderate,Bus
2025-02-08,02:28:00,Central,Collision,Minor,Car
2025-02-08,15:04:00,Central,Single Vehicle,Moderate,Auto
2025-02-08,03:08:00,Highway,Single Vehicle,Minor,Motorcycle
2025-02-08,17:58:00,East,Collision,Moderate,Bicycle
2025-02-08,16:47:00,Central,Hit-and-run,Minor,Car
2025-02-08,06:01:00,North,Collision,Minor,Bicycle
2025-02-08,23:00:00,Suburban,Pedestrian,Severe,Truck
2025-02-09,22:39:00,Highway,Collision,Moderate,Motorcycle
2025-02-09,04:59:00,Industrial,Collision,Minor,Motorcycle
2025-02-09,11:50:00,East,Rear-end,Minor,Car
2025-02-09,16:29:00,East,Rear-end,Moderate,Auto
2025-02-09,22:10:00,Suburban,Single Vehicle,Severe,Truck
2025-02-09,12:27:00,Suburban,Single Vehicle,Moderate,Car
2025-02-09,22:43:00,North,Rear-end,Fatal,Car
2025-02-09,02:11:00,Highway,Collision,Minor,Car
2025-02-09,08:38:00,North,Pedestrian,Moderate,Motorcycle
2025-02-09,16:25:00,North,Rear-end,Severe,Motorcycle
2025-02-09,16:12:00,Industrial,Rear-end,Moderate,Motorcycle
2025-02-09,19:58:00,South,Collision,Minor,Car
2025-02-09,15:07:00,Suburban,Rear-end,Moderate,Motorcycle
2025-02-09,21:53:00,Central,Collision,Moderate,Motorcycle
2025-02-10,12:27:00,East,Pedestrian,Moderate,Car
2025-02-10,18:57:00,Suburban,Rear-end,Moderate,Car
2025-02-10,16:29:00,Unknown,Single Vehicle,Moderate,Car
2025-02-10,03:08:00,Central,Rear-end,Moderate,Auto
2025-02-10,11:38:00,South,Collision,Minor,Truck
2025-02-10,08:30:00,West,Single Vehicle,Minor,Bicycle
2025-02-10,18:57:00,Central,Rear-end,Moderate,Car
2025-02-10,11:20:00,Suburban,Collision,Fatal,Auto
2025-02-10,08:55:00,Suburban,Hit-and-run,Minor,Motorcycle
2025-02-10,06:46:00,Unknown,Collision,Moderate,Motorcycle
2025-02-10,13:33:00,Central,Single Vehicle,Minor,Car
2025-02-10,19:54:00,Central,Rear-end,Minor,Truck
2025-02-10,18:30:00,Highway,Hit-and-run,Moderate,Auto
2025-02-10,14:51:00,North,Collision,Moderate,Car
2025-02-11,15:24:00,South,Rear-end,Minor,Car
2025-02-11,20:11:00,East,Single Vehicle,Moderate,Truck
2025-02-11,04:00:00,West,Pedestrian,Severe,Bicycle
2025-02-11,02:54:00,Central,Collision,Fatal,Bus
2025-02-11,11:21:00,North,Collision,Minor,Car
2025-02-11,19:39:00,Suburban,Collision,Moderate,Car
2025-02-11,20:36:00,Highway,Hit-and-run,Minor,Car
2025-02-11,03:46:00,Highway,Pedestrian,Minor,Auto
2025-02-11,20:00:00,Central,Pedestrian,Moderate,Bus
2025-02-11,22:00:00,South,Rear-end,Moderate,Motorcycle
2025-02-11,15:56:00,West,Pedestrian,Minor,Car
2025-02-11,06:41:00,North,Rear-end,Fatal,Auto
2025-02-11,12:53:00,Highway,Collision,Severe,Truck
2025-02-11,20:41:00,West,Rear-end,Moderate,Bicycle
2025-02-12,09:20:00,Central,Single Vehicle,Moderate,Motorcycle
2025-02-12,06:14:00,Highway,Pedestrian,Minor,Auto
2025-02-12,13:16:00,Suburban,Rear-end,Moderate,Bus
2025-02-12,04:21:00,Central,Hit-and-run,Minor,Car
2025-02-12,02:37:00,East,Single Vehicle,Severe,Bicycle
2025-02-12,22:34:00,South,Rear-end,Minor,Car
2025-02-12,10:44:00,South,Collision,Minor,Bus
2025-02-12,10:15:00,Central,Single Vehicle,Moderate,Bicycle
2025-02-12,17:07:00,West,Single Vehicle,Minor,Car
2025-02-12,14:46:00,Suburban,Collision,Minor,Truck
2025-02-12,11:16:00,East,Rear-end,Moderate,Motorcycle
2025-02-12,08:16:00,Central,Rear-end,Severe,Bus
2025-02-12,09:53:00,West,Collision,Moderate,Auto
2025-02-12,11:25:00,South,Single Vehicle,Minor,Motorcycle
2025-02-12,16:12:00,Highway,Rear-end,Minor,Bus
2025-02-13,05:16:00,East,Single Vehicle,Minor,Car
2025-02-13,06:37:00,North,Collision,Moderate,Car
2025-02-13,13:16:00,North,Rear-end,Moderate,Motorcycle
2025-02-13,12:47:00,Highway,Collision,Minor,Truck
2025-02-13,07:13:00,North,Pedestrian,Minor,Car
2025-02-13,09:44:00,Highway,Rear-end,Minor,Truck
2025-02-13,08:05:00,North,Hit-and-run,Minor,Car
2025-02-13,17:34:00,South,Collision,Minor,Bus
2025-02-13,01:45:00,East,Collision,Severe,Car
2025-02-13,04:13:00,Unknown,Collision,Minor,Truck
2025-02-13,04:46:00,Suburban,Collision,Moderate,Truck
2025-02-13,05:07:00,North,Hit-and-run,Moderate,Auto
2025-02-13,18:14:00,South,Rear-end,Minor,Truck
2025-02-13,07:53:00,Central,Rear-end,Moderate,Bus
2025-02-14,15:26:00,East,Rear-end,Moderate,Auto
2025-02-14,12:12:00,East,Collision,Minor,Truck
2025-02-14,00:48:00,Highway,Collision,Severe,Car
2025-02-14,21:30:00,Suburban,Collision,Minor,Auto
2025-02-14,19:52:00,South,Single Vehicle,Severe,Bus
2025-02-14,16:55:00,East,Rear-end,Moderate,Motorcycle
2025-02-14,06:34:00,Highway,Collision,Moderate,Truck
2025-02-14,12:59:00,Highway,Collision,Severe,Auto
2025-02-14,03:05:00,Central,Single Vehicle,Severe,Bicycle
2025-02-14,03:04:00,South,Pedestrian,Moderate,Bicycle
2025-02-14,05:21:00,East,Hit-and-run,Moderate,Car
2025-02-14,18:57:00,North,Rear-end,Minor,Motorcycle
2025-02-14,11:48:00,North,Collision,Moderate,Car
2025-02-14,21:22:00,Central,Single Vehicle,Minor,Car
2025-02-15,06:24:00,West,Pedestrian,Minor,Auto
2025-02-15,09:33:00,North,Collision,Severe,Car
2025-02-15,18:25:00,Central,Single Vehicle,Minor,Truck
2025-02-15,06:46:00,North,Pedestrian,Minor,Truck
2025-02-15,02:04:00,Highway,Collision,Severe,Bus
2025-02-15,12:25:00,Highway,Rear-end,Minor,Car
2025-02-15,12:19:00,East,Collision,Minor,Car
2025-02-15,17:05:00,South,Collision,Moderate,Motorcycle
2025-02-15,19:05:00,Suburban,Hit-and-run,Moderate,Car
2025-02-15,07:58:00,North,Collision,Moderate,Bicycle
2025-02-15,08:49:00,North,Pedestrian,Moderate,Auto
2025-02-15,06:17:00,South,Single Vehicle,Moderate,Motorcycle
2025-02-15,00:03:00,Central,Collision,Moderate,Auto
2025-02-15,02:16:00,South,Rear-end,Moderate,Car
2025-02-15,12:56:00,Suburban,Pedestrian,Moderate,Bus
2025-02-16,16:13:00,West,Pedestrian,Severe,Car
2025-02-16,23:13:00,South,Pedestrian,Minor,Bus
2025-02-16,00:12:00,Suburban,Collision,Minor,Motorcycle
2025-02-16,05:06:00,Central,Rear-end,Minor,Car
2025-02-16,20:43:00,North,Rear-end,Moderate,Car
2025-02-16,05:54:00,West,Single Vehicle,Minor,Car
2025-02-16,11:14:00,West,Collision,Moderate,Bus
2025-02-16,12:18:00,Central,Single Vehicle,Severe,Car
2025-02-16,12:42:00,South,Collision,Moderate,Truck
2025-02-16,14:46:00,West,Single Vehicle,Minor,Truck
2025-02-16,20:43:00,Industrial,Hit-and-run,Moderate,Truck
2025-02-16,15:34:00,West,Rear-end,Minor,Bus
2025-02-16,21:16:00,South,Rear-end,Moderate,Car
2025-02-16,20:34:00,Central,Collision,Moderate,Motorcycle
2025-02-17,10:18:00,East,Collision,Minor,Auto
2025-02-17,04:19:00,Central,Collision,Severe,Motorcycle
2025-02-17,03:35:00,Suburban,Collision,Minor,Motorcycle
2025-02-17,02:34:00,East,Collision,Fatal,Truck
2025-02-17,18:31:00,South,Pedestrian,Minor,Car
2025-02-17,19:57:00,Highway,Rear-end,Minor,Truck
2025-02-17,17:47:00,East,Collision,Minor,Auto
2025-02-17,14:43:00,South,Single Vehicle,Minor,Car
2025-02-17,08:39:00,Highway,Rear-end,Moderate,Auto
2025-02-17,16:23:00,Highway,Single Vehicle,Moderate,Car
2025-02-17,13:16:00,Industrial,Hit-and-run,Severe,Motorcycle
2025-02-17,14:06:00,Central,Collision,Minor,Auto
2025-02-17,00:42:00,West,Rear-end,Minor,Auto
2025-02-17,20:49:00,Highway,Hit-and-run,Moderate,Auto
2025-02-18,21:00:00,Central,Collision,Minor,Auto
2025-02-18,21:34:00,North,Collision,Moderate,Motorcycle
2025-02-18,02:31:00,Highway,Collision,Moderate,Truck
2025-02-18,15:35:00,Central,Collision,Minor,Car
2025-02-18,22:12:00,Industrial,Rear-end,Moderate,Car
2025-02-18,10:05:00,East,Rear-end,Moderate,Motorcycle
2025-02-18,11:57:00,East,Collision,Moderate,Bus
2025-02-18,09:13:00,Central,Hit-and-run,Minor,Motorcycle
2025-02-18,15:36:00,Highway,Rear-end,Minor,Bus
2025-02-18,07:47:00,South,Collision,Minor,Bus
2025-02-18,05:14:00,West,Collision,Minor,Car
2025-02-18,11:46:00,Industrial,Collision,Minor,Truck
2025-02-18,23:03:00,Industrial,Rear-end,Severe,Motorcycle
2025-02-18,20:39:00,Suburban,Collision,Moderate,Motorcycle
2025-02-19,07:58:00,East,Collision,Moderate,Bus
2025-02-19,03:15:00,South,Hit-and-run,Minor,Motorcycle
2025-02-19,07:27:00,Suburban,Rear-end,Severe,Auto
2025-02-19,17:15:00,West,Collision,Minor,Truck
2025-02-19,04:03:00,South,Collision,Severe,Motorcycle
2025-02-19,08:44:00,Central,Rear-end,Fatal,Bus
2025-02-19,03:25:00,Highway,Single Vehicle,Moderate,Car
2025-02-19,21:27:00,South,Pedestrian,Fatal,Car
2025-02-19,16:31:00,Industrial,Rear-end,Moderate,Car
2025-02-19,08:44:00,East,Collision,Minor,Motorcycle
2025-02-19,00:01:00,North,Collision,Minor,Car
2025-02-19,20:30:00,West,Single Vehicle,Minor,Bicycle
2025-02-19,19:02:00,Central,Collision,Minor,Motorcycle
2025-02-19,12:53:00,South,Single Vehicle,Moderate,Truck
2025-02-19,15:07:00,West,Hit-and-run,Minor,Car
2025-02-20,12:23:00,East,Hit-and-run,Severe,Car
2025-02-20,13:14:00,Industrial,Collision,Minor,Car
2025-02-20,02:42:00,Highway,Rear-end,Minor,Truck
2025-02-20,05:30:00,Highway,Rear-end,Fatal,Motorcycle
2025-02-20,17:08:00,Central,Collision,Minor,Motorcycle
2025-02-20,18:38:00,North,Collision,Moderate,Motorcycle
2025-02-20,04:44:00,East,Single Vehicle,Moderate,Bus
2025-02-20,14:01:00,Suburban,Rear-end,Minor,Car
2025-02-20,01:07:00,Highway,Rear-end,Moderate,Bus
2025-02-20,09:06:00,Highway,Collision,Minor,Motorcycle
2025-02-20,23:55:00,South,Hit-and-run,Moderate,Truck
2025-02-20,17:43:00,East,Hit-and-run,Moderate,Car
2025-02-20,12:50:00,East,Rear-end,Minor,Car
2025-02-20,04:38:00,Central,Rear-end,Moderate,Car
2025-02-21,22:41:00,Central,Rear-end,Minor,Bicycle
2025-02-21,23:56:00,Suburban,Rear-end,Moderate,Motorcycle
2025-02-21,00:15:00,North,Collision,Severe,Bicycle
2025-02-21,21:34:00,North,Single Vehicle,Severe,Motorcycle
2025-02-21,00:29:00,Central,Rear-end,Moderate,Car
2025-02-21,17:09:00,Suburban,Collision,Minor,Motorcycle
2025-02-21,14:37:00,West,Rear-end,Fatal,Car
2025-02-21,16:17:00,Industrial,Pedestrian,Minor,Auto
2025-02-21,10:49:00,Suburban,Collision,Moderate,Bus
2025-02-21,20:04:00,South,Collision,Minor,Truck
2025-02-21,21:52:00,West,Hit-and-run,Fatal,Motorcycle
2025-02-21,16:28:00,Central,Collision,Moderate,Motorcycle
2025-02-21,12:38:00,North,Pedestrian,Moderate,Bicycle
2025-02-21,00:59:00,Highway,Collision,Minor,Car
2025-02-22,01:33:00,Highway,Pedestrian,Moderate,Bus
2025-02-22,08:42:00,South,Collision,Moderate,Motorcycle
2025-02-22,02:44:00,South,Collision,Moderate,Bicycle
2025-02-22,00:22:00,East,Single Vehicle,Minor,Auto
2025-02-22,20:04:00,Central,Rear-end,Moderate,Bicycle
2025-02-22,15:29:00,North,Collision,Minor,Motorcycle
2025-02-22,22:05:00,North,Collision,Minor,Car
2025-02-22,05:55:00,North,Rear-end,Minor,Motorcycle
2025-02-22,16:57:00,Highway,Rear-end,Minor,Truck
2025-02-22,04:45:00,North,Single Vehicle,Minor,Bus
2025-02-22,04:43:00,North,Single Vehicle,Minor,Car
2025-02-22,05:03:00,East,Hit-and-run,Minor,Motorcycle
2025-02-22,02:28:00,Highway,Rear-end,Severe,Car
2025-02-22,20:22:00,North,Rear-end,Moderate,Auto
2025-02-23,22:05:00,Central,Hit-and-run,Minor,Car
2025-02-23,04:31:00,South,Collision,Moderate,Truck
2025-02-23,20:41:00,Industrial,Collision,Moderate,Car
2025-02-23,04:17:00,West,Collision,Severe,Car
2025-02-23,09:14:00,Highway,Collision,Minor,Auto
2025-02-23,09:39:00,Suburban,Collision,Minor,Car
2025-02-23,18:57:00,Highway,Rear-end,Fatal,Car
2025-02-23,16:31:00,West,Pedestrian,Minor,Car
2025-02-23,20:08:00,East,Rear-end,Minor,Motorcycle
2025-02-23,13:36:00,Central,Collision,Minor,Truck
2025-02-23,08:09:00,Suburban,Collision,Minor,Car
2025-02-23,13:19:00,South,Rear-end,Fatal,Truck
2025-02-23,00:05:00,Unknown,Collision,Minor,Car
2025-02-23,18:47:00,Industrial,Rear-end,Severe,Auto
2025-02-23,12:55:00,North,Single Vehicle,Fatal,Bus
2025-02-24,12:58:00,West,Collision,Moderate,Bicycle
2025-02-24,03:02:00,West,Collision,Minor,Auto
2025-02-24,00:41:00,East,Rear-end,Minor,Car
2025-02-24,16:10:00,Highway,Single Vehicle,Moderate,Car
2025-02-24,07:42:00,North,Pedestrian,Minor,Bus
2025-02-24,01:16:00,East,Single Vehicle,Moderate,Car
2025-02-24,07:31:00,East,Collision,Minor,Car
2025-02-24,06:03:00,Industrial,Single Vehicle,Severe,Car
2025-02-24,01:03:00,Highway,Collision,Moderate,Motorcycle
2025-02-24,21:16:00,South,Collision,Moderate,Motorcycle
2025-02-24,21:40:00,West,Single Vehicle,Severe,Car
2025-02-24,02:18:00,Central,Single Vehicle,Minor,Car
2025-02-24,17:04:00,Suburban,Collision,Minor,Truck
2025-02-24,11:31:00,South,Collision,Minor,Car
2025-02-25,00:21:00,Industrial,Collision,Minor,Bicycle
2025-02-25,21:55:00,Central,Collision,Moderate,Car
2025-02-25,11:05:00,North,Collision,Minor,Truck
2025-02-25,04:34:00,East,Single Vehicle,Minor,Motorcycle
2025-02-25,16:21:00,Highway,Hit-and-run,Fatal,Car
2025-02-25,15:00:00,East,Pedestrian,Minor,Motorcycle
2025-02-25,14:19:00,Suburban,Pedestrian,Moderate,Motorcycle
2025-02-25,22:21:00,East,Rear-end,Minor,Auto
2025-02-25,14:47:00,East,Pedestrian,Minor,Truck
2025-02-25,04:54:00,Central,Rear-end,Moderate,Car
2025-02-25,20:10:00,Highway,Collision,Severe,Car
2025-02-25,13:12:00,North,Rear-end,Minor,Car
2025-02-25,01:58:00,Highway,Rear-end,Minor,Car
2025-02-25,10:41:00,Suburban,Pedestrian,Minor,Motorcycle
2025-02-26,18:02:00,Suburban,Single Vehicle,Minor,Bicycle
2025-02-26,06:08:00,East,Rear-end,Minor,Motorcycle
2025-02-26,05:59:00,Industrial,Pedestrian,Moderate,Bus
2025-02-26,01:11:00,Highway,Collision,Minor,Truck
2025-02-26,05:22:00,Central,Pedestrian,Minor,Auto
2025-02-26,17:13:00,West,Collision,Moderate,Car
2025-02-26,01:32:00,Central,Collision,Minor,Bus
2025-02-26,17:17:00,East,Collision,Minor,Auto
2025-02-26,14:48:00,Central,Rear-end,Fatal,Car
2025-02-26,18:58:00,North,Collision,Minor,Car
2025-02-26,01:40:00,South,Single Vehicle,Moderate,Bicycle
2025-02-26,19:08:00,East,Collision,Minor,Bus
2025-02-26,05:22:00,West,Single Vehicle,Minor,Car
2025-02-26,00:09:00,Central,Hit-and-run,Minor,Motorcycle
2025-02-26,23:18:00,East,Collision,Minor,Car
2025-02-27,14:46:00,North,Rear-end,Minor,Motorcycle
2025-02-27,22:04:00,West,Pedestrian,Minor,Car
2025-02-27,09:46:00,West,Rear-end,Severe,Car
2025-02-27,18:51:00,West,Hit-and-run,Moderate,Truck
2025-02-27,16:22:00,Industrial,Rear-end,Minor,Bus
2025-02-27,04:29:00,South,Rear-end,Moderate,Auto
2025-02-27,03:24:00,Highway,Single Vehicle,Severe,Car
2025-02-27,09:27:00,East,Collision,Moderate,Auto
2025-02-27,23:33:00,East,Rear-end,Minor,Car
2025-02-27,16:44:00,West,Collision,Severe,Motorcycle
2025-02-27,09:55:00,Central,Pedestrian,Minor,Auto
2025-02-27,16:47:00,West,Pedestrian,Minor,Motorcycle
2025-02-27,19:46:00,West,Collision,Moderate,Car
2025-02-27,23:24:00,South,Collision,Severe,Car
2025-02-28,04:09:00,Central,Collision,Severe,Motorcycle
2025-02-28,01:13:00,Central,Rear-end,Severe,Bus
2025-02-28,05:41:00,Suburban,Rear-end,Minor,Bicycle
2025-02-28,20:56:00,Industrial,Single Vehicle,Severe,Bus
2025-02-28,01:45:00,Central,Rear-end,Minor,Auto
2025-02-28,12:57:00,South,Collision,Minor,Bus
2025-02-28,10:29:00,West,Single Vehicle,Moderate,Auto
2025-02-28,10:54:00,Highway,Rear-end,Minor,Car
2025-02-28,15:40:00,Central,Rear-end,Moderate,Auto
2025-02-28,10:24:00,North,Collision,Minor,Car
2025-02-28,18:13:00,Highway,Rear-end,Severe,Auto
2025-02-28,14:34:00,Central,Single Vehicle,Minor,Car
2025-02-28,22:51:00,North,Rear-end,Minor,Truck
2025-02-28,22:47:00,Suburban,Collision,Severe,Truck
2025-03-01,15:33:00,West,Hit-and-run,Minor,Bicycle
2025-03-01,10:09:00,North,Single Vehicle,Moderate,Bus
2025-03-01,21:34:00,Central,Collision,Moderate,Car
2025-03-01,15:10:00,Central,Rear-end,Moderate,Motorcycle
2025-03-01,07:10:00,North,Single Vehicle,Moderate,Car
2025-03-01,03:20:00,Highway,Collision,Minor,Car
2025-03-01,07:20:00,South,Hit-and-run,Severe,Car
2025-03-01,03:21:00,Industrial,Rear-end,Minor,Car
2025-03-01,23:44:00,Suburban,Hit-and-run,Minor,Motorcycle
2025-03-01,02:06:00,South,Collision,Minor,Auto
2025-03-01,02:54:00,North,Collision,Moderate,Auto
2025-03-01,17:16:00,East,Hit-and-run,Moderate,Car
2025-03-01,18:01:00,Highway,Collision,Severe,Car
2025-03-01,18:11:00,Highway,Rear-end,Moderate,Car
2025-03-02,20:56:00,Central,Collision,Moderate,Car
2025-03-02,04:41:00,Industrial,Collision,Severe,Car
2025-03-02,17:17:00,West,Single Vehicle,Minor,Car
2025-03-02,09:53:00,Highway,Rear-end,Moderate,Motorcycle
2025-03-02,21:58:00,Central,Single Vehicle,Moderate,Motorcycle
2025-03-02,20:10:00,East,Collision,Minor,Motorcycle
2025-03-02,05:15:00,Highway,Rear-end,Severe,Car
2025-03-02,00:48:00,South,Collision,Minor,Truck
2025-03-02,04:50:00,East,Pedestrian,Moderate,Auto
2025-03-02,08:17:00,Central,Pedestrian,Moderate,Car
2025-03-02,11:34:00,North,Collision,Severe,Car
2025-03-02,13:52:00,South,Single Vehicle,Severe,Car
2025-03-02,01:58:00,Suburban,Collision,Moderate,Car
2025-03-02,16:25:00,North,Rear-end,Moderate,Motorcycle
2025-03-02,13:15:00,East,Single Vehicle,Minor,Car
2025-03-03,12:05:00,Industrial,Single Vehicle,Minor,Motorcycle
2025-03-03,08:56:00,Central,Single Vehicle,Severe,Car
2025-03-03,14:43:00,East,Collision,Severe,Truck
2025-03-03,21:42:00,Industrial,Collision,Severe,Car
